Geneid	Chr	Start	End	Strand	Length	hyb1/add_read_group/hyb1.sorted.bam	tar2/add_read_group/tar2.sorted.bam	inf1/add_read_group/inf1.sorted.bam	inf2/add_read_group/inf2.sorted.bam	tar3/add_read_group/tar3.sorted.bam	tar1/add_read_group/tar1.sorted.bam	hyb3/add_read_group/hyb3.sorted.bam	hyb2/add_read_group/hyb2.sorted.bam	inf3/add_read_group/inf3.sorted.bam
gene-LINF_290022600	LR812962.1	763884	764252	-	369	172	1	1771	696	0	0	34	122	424
gene-LINF_290022700	LR812962.1	765299	768337	-	3039	1032	4	3896	1480	3	3	115	645	1045
gene-LINF_290022800	LR812962.1	772322	774364	-	2043	2214	819	8142	2611	1076	2151	343	1446	2313
gene-LINF_290023000	LR812962.1	775875	777005	-	1131	421	45	1758	882	47	132	67	308	519
gene-LINF_290023100	LR812962.1	780023	786472	-	6450	1143	236	5405	1656	528	673	168	792	1832
gene-LINF_290023200	LR812962.1	787965	791618	-	3654	1584	539	4724	1697	956	1390	163	992	1419
gene-LINF_290023300	LR812962.1	795182	796573	-	1392	929	271	2773	1251	381	561	95	579	574
gene-LINF_290023400	LR812962.1	801111	802466	-	1356	1090	449	2531	819	729	642	165	907	786
gene-LINF_290023500	LR812962.1	805779	806588	-	810	1156	252	2803	1105	448	580	109	602	840
gene-LINF_290023600	LR812962.1	811744	812805	-	1062	1540	362	7943	2840	573	880	204	852	1849
gene-LINF_290023700	LR812962.1	814618	818313	-	3696	3517	618	10240	3125	876	2397	371	1841	3009
gene-LINF_290023800	LR812962.1	819517	822807	-	3291	681	223	1719	588	453	672	86	423	496
gene-LINF_290023900	LR812962.1	823708	824106	-	399	28959	12580	27962	11891	15898	29731	4262	19088	9365
gene-LINF_290024000	LR812962.1	825302	825700	-	399	28602	12454	28908	12288	15494	29498	4343	18826	9620
gene-LINF_290024100	LR812962.1	826329	826727	-	399	31373	12474	33537	14038	16061	29896	4467	20008	10073
gene-LINF_290024200	LR812962.1	828816	830591	-	1776	4621	1283	11859	5099	1201	4334	305	1900	2555
gene-LINF_290024300	LR812962.1	832862	834649	-	1788	4737	1279	11793	5127	1255	4405	342	1819	2491
gene-LINF_290024400	LR812962.1	836920	838707	-	1788	4638	1317	11930	5278	1254	4365	302	1893	2580
gene-LINF_290024500	LR812962.1	840977	841333	-	357	913	281	2513	1054	256	800	71	388	533
gene-LINF_290024600	LR812962.1	841447	842268	-	822	2184	553	5701	2476	562	1938	142	860	1192
gene-LINF_290024700	LR812962.1	845034	846734	-	1701	4882	1383	10724	4625	1291	4713	312	1856	2484
gene-LINF_290024800	LR812962.1	849090	849722	-	633	1554	441	3379	1536	413	1374	96	612	791
gene-LINF_290024900	LR812962.1	849730	850788	-	1059	2088	579	4727	2175	565	2021	130	771	1054
gene-LINF_290025000	LR812962.1	853059	854846	-	1788	4998	1361	11797	5153	1402	4841	356	1987	2556
gene-LINF_290025100	LR812962.1	857116	858903	-	1788	4925	1375	11798	5287	1440	4882	342	2067	2634
gene-LINF_290025200	LR812962.1	860163	861284	-	1122	1214	502	4418	1352	735	1240	149	597	1259
gene-LINF_290025300	LR812962.1	862127	865651	-	3525	937	211	4286	1263	450	549	106	455	1052
gene-LINF_290025400	LR812962.1	867406	867798	-	393	8375	11350	10802	5264	12819	14860	2034	6082	5871
gene-LINF_290025500	LR812962.1	870273	872135	-	1863	1300	209	7609	2563	472	731	203	737	1966
gene-LINF_290025600	LR812962.1	872833	874254	-	1422	1493	323	8053	2543	520	617	210	811	1774
gene-LINF_290025700	LR812962.1	874787	876313	-	1527	1153	116	8412	3044	145	307	133	628	1827
gene-LINF_290025800	LR812962.1	877482	877564	-	83	2	0	42	22	0	2	0	2	12
gene-LINF_290025900	LR812962.1	877624	877704	-	81	3	0	18	8	0	1	0	1	9
gene-LINF_290026000	LR812962.1	878380	879378	-	999	487	273	1476	495	430	647	91	258	472
gene-LINF_290026100	LR812962.1	880335	881177	-	843	620	154	2501	1085	128	305	89	264	689
gene-LINF_290026200	LR812962.1	881685	883349	-	1665	1211	384	5861	1709	614	1016	176	724	1213
gene-LINF_290026300	LR812962.1	885565	885891	-	327	1150	248	4196	1232	608	442	208	716	1738
gene-LINF_290026400	LR812962.1	887304	890513	-	3210	804	183	3976	1188	247	617	111	447	864
gene-LINF_290026500	LR812962.1	892350	893540	-	1191	772	119	1814	743	147	509	69	337	289
gene-LINF_290026600	LR812962.1	894222	895565	-	1344	918	268	3430	1251	391	753	132	518	819
gene-LINF_290026700	LR812962.1	896361	897740	-	1380	745	96	3794	1546	145	364	123	384	968
gene-LINF_290026800	LR812962.1	898452	899279	-	828	734	184	2200	662	289	517	74	320	420
gene-LINF_290026900	LR812962.1	900105	901919	-	1815	1034	320	3245	1085	537	975	118	492	635
gene-LINF_290027000	LR812962.1	902729	903349	-	621	857	336	2175	725	416	1187	119	425	611
gene-LINF_290027100	LR812962.1	907785	910067	-	2283	837	216	4239	1402	267	589	121	440	993
gene-LINF_290027200	LR812962.1	912612	914318	-	1707	4183	1075	13514	5425	1971	3157	424	2291	2510
gene-LINF_290027300	LR812962.1	915300	915983	-	684	145	0	1534	520	0	0	34	110	483
gene-LINF_290027400	LR812962.1	918109	923940	-	5832	1469	141	8594	2763	201	426	217	716	2263
gene-LINF_290027500	LR812962.1	925769	927379	-	1611	360	67	1222	447	95	152	55	215	323
gene-LINF_290027600	LR812962.1	927932	929041	-	1110	279	35	1279	497	43	102	46	171	328
gene-LINF_290027700	LR812962.1	929434	931539	-	2106	883	215	3873	1404	310	574	119	411	920
gene-LINF_290027800	LR812962.1	932148	934244	-	2097	1059	232	3220	962	374	674	177	608	1044
gene-LINF_290027900	LR812962.1	936399	938846	-	2448	1976	752	3508	1380	1090	1932	240	1229	768
gene-LINF_290028000	LR812962.1	940776	943421	-	2646	1010	276	4990	1639	339	610	146	603	903
gene-LINF_290028100	LR812962.1	944274	948137	-	3864	1662	131	9298	2535	196	365	207	793	2176
gene-LINF_290028200	LR812962.1	952541	954778	-	2238	269	30	927	285	35	75	36	134	181
gene-LINF_290028300	LR812962.1	959145	962420	-	3276	2203	715	6324	1674	1627	1854	275	1202	1599
gene-LINF_290028400	LR812962.1	963359	964687	-	1329	538	0	3449	1654	0	0	61	333	667
gene-LINF_290028500	LR812962.1	965574	966929	-	1356	960	270	3452	1503	501	676	139	619	561
gene-LINF_290028600	LR812962.1	968969	973777	-	4809	2642	900	9513	2821	1434	2253	372	1538	3321
gene-LINF_290028700	LR812962.1	977030	978952	-	1923	1516	181	6359	1931	196	515	186	758	1026
gene-LINF_290028800	LR812962.1	980896	986166	-	5271	2045	0	12446	4162	0	0	324	1290	3415
gene-LINF_290028900	LR812962.1	993354	994616	-	1263	1057	49	6013	2297	86	111	147	634	1423
gene-LINF_290029000	LR812962.1	997295	998725	-	1431	1097	44	6608	2753	69	109	142	691	1425
gene-LINF_290029100	LR812962.1	1001556	1002227	-	672	376	85	3765	1337	185	176	79	261	1097
gene-LINF_290029200	LR812962.1	1009913	1011199	-	1287	233	11	720	271	17	32	27	186	168
gene-LINF_290029300	LR812962.1	1016277	1017614	-	1338	1788	789	4647	2160	935	1881	273	1247	1219
gene-LINF_290029400	LR812962.1	1018370	1020214	-	1845	775	164	3933	1355	292	308	123	515	1393
gene-LINF_290029500	LR812962.1	1021321	1022712	-	1392	659	106	3933	1515	110	209	100	354	1042
gene-LINF_290029600	LR812962.1	1026502	1030812	-	4311	2230	525	8050	2327	746	1266	297	1543	3208
gene-LINF_290029700	LR812962.1	1034729	1036831	-	2103	2261	1173	7367	2646	1195	2849	293	1556	1907
gene-LINF_290029800	LR812962.1	1038740	1040206	-	1467	1386	404	4503	1433	618	1140	145	775	1061
gene-LINF_290029900	LR812962.1	1042939	1044036	-	1098	1144	64	3788	1597	47	120	98	668	850
gene-LINF_290030000	LR812962.1	1045306	1047054	-	1749	715	181	4243	1361	313	569	118	449	1393
gene-LINF_290030100	LR812962.1	1049053	1051659	-	2607	2534	1744	7457	2631	1761	3919	368	1646	2073
gene-LINF_290030200	LR812962.1	1054104	1056227	-	2124	771	154	3009	1169	270	400	101	461	861
gene-LINF_290030300	LR812962.1	1057280	1058242	-	963	467	115	2006	703	225	262	87	262	719
gene-LINF_290030400	LR812962.1	1061142	1062116	-	975	445	18	2058	938	46	70	53	270	466
gene-LINF_290030500	LR812962.1	1063777	1064700	-	924	445	46	2146	929	87	128	51	242	815
gene-LINF_290030600	LR812962.1	1073998	1075236	-	1239	59	3	324	65	5	7	10	35	63
gene-LINF_290030700	LR812962.1	1080076	1082322	-	2247	1801	405	6866	2483	861	1248	204	836	1412
gene-LINF_290030800	LR812962.1	1085222	1086025	-	804	988	188	1506	386	499	559	92	524	353
gene-LINF_290030900	LR812962.1	1088504	1089622	-	1119	2952	914	6959	2076	1749	2353	332	1638	1471
gene-LINF_290031000	LR812962.1	1090209	1091315	-	1107	496	35	2290	950	72	189	110	289	725
gene-LINF_290031100	LR812962.1	1091717	1092271	-	555	630	162	2408	718	242	335	120	370	1309
gene-LINF_290031200	LR812962.1	1092668	1093288	-	621	564	181	2500	892	291	321	112	313	765
gene-LINF_290031300	LR812962.1	1094816	1096177	+	1362	1848	532	5268	1672	713	1964	266	1028	1219
gene-LINF_290031400	LR812962.1	1097100	1097255	+	156	5157	4648	11112	4275	5351	8702	1170	2839	4162
gene-LINF_290031500	LR812962.1	1097742	1099514	+	1773	787	157	3391	1033	382	445	106	383	745
gene-LINF_290031600	LR812962.1	1101238	1103007	+	1770	758	108	2954	855	261	375	109	354	715
gene-LINF_290031700	LR812962.1	1107864	1109063	+	1200	362	49	1274	385	155	203	50	211	323
gene-LINF_290031800	LR812962.1	1111414	1112661	+	1248	654	125	4058	1288	246	430	95	301	928
gene-LINF_290031900	LR812962.1	1114735	1116792	+	2058	758	181	3674	1354	369	550	131	471	1432
gene-LINF_290032000	LR812962.1	1118017	1120383	+	2367	899	66	4172	1475	134	202	108	447	1066
gene-LINF_290032100	LR812962.1	1121772	1123946	+	2175	740	48	2996	896	86	169	64	394	624
gene-LINF_290032200	LR812962.1	1129315	1129782	+	468	368	139	1739	465	155	324	55	260	554
gene-LINF_290032300	LR812962.1	1132561	1133223	+	663	24697	29937	21578	8737	29507	41972	4819	15755	11010
gene-LINF_290032400	LR812962.1	1134594	1135256	+	663	25314	30742	22398	9157	30109	43434	5087	16241	11147
gene-LINF_290032500	LR812962.1	1136671	1139211	+	2541	1023	73	3987	1300	88	273	106	613	962
gene-LINF_290032700	LR812962.1	1140928	1142271	+	1344	584	168	1937	685	235	500	49	356	450
gene-LINF_290032800	LR812962.1	1144100	1145437	+	1338	1307	545	3311	1055	989	1579	172	765	707
gene-LINF_290032900	LR812962.1	1148235	1149695	+	1461	4207	1297	13566	5092	1901	3926	463	2585	3160
gene-LINF_290033000	LR812962.1	1153683	1154891	+	1209	1128	403	3170	1439	581	1279	137	660	869
gene-LINF_290033100	LR812962.1	1156115	1156318	+	204	288	144	689	240	134	384	32	164	249
gene-LINF_290033200	LR812962.1	1158958	1160862	+	1905	1374	488	4570	1056	680	1235	176	883	1324
gene-LINF_290033300	LR812962.1	1163447	1166068	+	2622	2424	1057	4563	1595	1686	2584	299	1507	1481
gene-LINF_290033400	LR812962.1	1167277	1168299	+	1023	1274	134	5553	2542	126	408	138	721	1245
gene-LINF_290033500	LR812962.1	1170284	1171789	+	1506	4446	1251	12294	5261	2032	3636	562	2949	2429
gene-LINF_290033600	LR812962.1	1175018	1176757	+	1740	1206	471	3504	1194	720	1088	164	787	1281
gene-LINF_290033700	LR812962.1	1178801	1180888	+	2088	671	131	3076	1286	170	205	101	569	968
gene-LINF_290033900	LR812962.1	1185006	1187165	+	2160	666	130	3925	1653	198	278	112	454	1378
gene-LINF_290034000	LR812962.1	1187686	1188054	+	369	310	103	992	497	91	308	53	196	315
gene-LINF_290034100	LR812962.1	1191309	1195022	+	3714	2302	323	12037	3537	458	697	375	1393	4473
gene-LINF_290034200	LR812962.1	1196882	1198207	+	1326	986	366	5728	2834	353	671	138	565	1222
gene-LINF_290034300	LR812962.1	1199302	1202424	+	3123	1527	593	6102	2132	1030	1599	220	990	1872
gene-LINF_290034400	LR812962.1	1203630	1206491	+	2862	1246	342	4302	1481	446	953	191	721	1397
gene-LINF_290034500	LR812962.1	1207690	1209258	+	1569	2169	729	3448	1108	886	2561	221	1248	839
gene-LINF_290034600	LR812962.1	1212169	1215414	+	3246	1240	203	7461	2211	402	592	176	758	2192
gene-LINF_290034700	LR812962.1	1216329	1217255	+	927	393	30	3074	1066	28	31	47	255	696
gene-LINF_290034800	LR812962.1	1218243	1221221	+	2979	644	104	3443	1187	229	300	83	344	953
gene-LINF_290034900	LR812962.1	1221949	1222785	+	837	545	58	3526	1739	56	217	91	283	945
gene-LINF_290035000	LR812962.1	1223906	1224877	+	972	816	189	3446	1289	151	519	114	533	883
gene-LINF_290035100	LR812962.1	1227511	1228611	+	1101	1002	327	3401	1119	353	1095	156	564	872
gene-LINF_290035200	LR812962.1	1229755	1230726	+	972	967	218	4045	1629	263	698	133	593	913
gene-LINF_290035300	LR812962.1	1231495	1231716	+	222	158	8	1148	522	25	29	30	107	324
gene-LINF_290035400	LR812962.1	1232617	1234323	+	1707	4233	1143	14025	5751	1397	3202	513	2307	3043
gene-LINF_290035500	LR812962.1	1235299	1235913	+	615	655	205	1722	728	237	609	91	359	463
gene-LINF_290035600	LR812962.1	1236524	1237399	+	876	807	224	3705	1142	284	436	161	479	1100
gene-LINF_290035700	LR812962.1	1240631	1241209	+	579	373	124	1217	393	227	349	53	251	393
gene-LINF_290035800	LR812962.1	1244159	1245160	+	1002	827	48	5654	1462	128	111	140	509	1905
gene-LINF_290035900	LR812962.1	1247806	1250016	+	2211	1945	383	8220	2924	545	1181	238	902	1576
gene-LINF_290036000	LR812962.1	1250766	1251500	+	735	179	10	1021	347	21	27	19	107	189
gene-LINF_290036100	LR812962.1	1252603	1253235	+	633	615	347	1884	361	478	1269	80	526	342
gene-LINF_290036200	LR812962.1	1257842	1258783	+	942	445	47	2419	898	52	151	56	206	483
gene-LINF_290036300	LR812962.1	1259202	1259579	+	378	214	16	1293	520	7	17	35	98	305
gene-LINF_290036400	LR812962.1	1260089	1260574	+	486	12456	21243	31395	13100	11206	15891	2670	9986	13253
gene-LINF_290036500	LR812962.1	1261215	1262372	+	1158	562	7	3840	1721	10	13	88	307	946
gene-LINF_290036600	LR812962.1	1266660	1268774	+	2115	287	4	2342	547	3	4	39	153	577
gene-LINF_300005000	LR812963.1	2028	2438	-	411	1941	0	2876	1176	0	1	141	791	397
gene-LINF_300005100	LR812963.1	6371	7648	-	1278	1234	54	2986	943	64	114	167	750	1098
gene-LINF_300005200	LR812963.1	8413	9150	-	738	1386	396	3125	1588	378	831	160	747	776
gene-LINF_300005300	LR812963.1	9951	10667	-	717	1106	142	2238	731	189	440	139	543	575
gene-LINF_300005400	LR812963.1	11706	12131	-	426	358	0	1046	321	0	0	61	311	283
gene-LINF_300005500	LR812963.1	13202	15490	-	2289	4984	1258	6213	2085	2024	3461	585	2583	1895
gene-LINF_300005600	LR812963.1	16719	17441	-	723	1445	443	2303	742	685	1160	178	715	724
gene-LINF_300005700	LR812963.1	18459	19016	-	558	558	133	815	287	169	338	96	380	338
gene-LINF_300005800	LR812963.1	20001	21263	-	1263	1229	222	2323	817	356	492	149	716	743
gene-LINF_300005900	LR812963.1	26298	26963	-	666	1623	332	3224	1047	623	1019	195	954	1479
gene-LINF_300006000	LR812963.1	29153	29551	-	399	381	66	489	243	147	190	59	241	293
gene-LINF_300006100	LR812963.1	30868	35565	-	4698	2150	316	4105	1685	429	984	242	1138	1295
gene-LINF_300006200	LR812963.1	36571	37854	-	1284	826	126	1766	639	154	481	120	527	660
gene-LINF_300006300	LR812963.1	40261	42126	-	1866	3500	1035	6249	2057	1860	2796	529	2056	2345
gene-LINF_300006400	LR812963.1	42949	44559	-	1611	1385	234	2576	977	426	689	198	776	716
gene-LINF_300006500	LR812963.1	46301	47341	-	1041	1812	397	3485	1344	494	1022	224	1174	1130
gene-LINF_300006600	LR812963.1	48531	49181	-	651	671	118	1604	543	98	354	118	392	760
gene-LINF_300006700	LR812963.1	50871	52715	-	1845	1109	253	1849	577	579	866	125	530	576
gene-LINF_300006800	LR812963.1	54856	55755	-	900	1663	343	4263	1672	438	1207	270	850	1564
gene-LINF_300006900	LR812963.1	57718	59196	-	1479	1385	225	3514	1152	339	488	234	978	1534
gene-LINF_300007000	LR812963.1	60169	60528	-	360	511	111	916	255	180	190	91	296	413
gene-LINF_300007100	LR812963.1	61298	62422	-	1125	1693	515	1864	698	897	1285	254	990	859
gene-LINF_300007200	LR812963.1	64857	66017	-	1161	932	64	1565	535	100	157	100	460	457
gene-LINF_300007300	LR812963.1	67881	68936	-	1056	1073	177	2614	890	272	523	153	675	792
gene-LINF_300007400	LR812963.1	69919	71709	-	1791	1177	143	2822	1108	198	471	179	697	884
gene-LINF_300007500	LR812963.1	72593	75991	-	3399	6454	1942	7341	2682	2774	5169	822	3577	2530
gene-LINF_300007600	LR812963.1	77621	79546	-	1926	1287	226	2153	808	352	565	175	760	724
gene-LINF_300007700	LR812963.1	81341	82525	-	1185	722	238	1269	411	372	656	84	408	289
gene-LINF_300007800	LR812963.1	83810	84463	-	654	1132	344	1744	513	666	968	172	581	805
gene-LINF_300007900	LR812963.1	86682	91253	-	4572	8960	104	15437	4484	192	289	1840	7455	3844
gene-LINF_300008000	LR812963.1	93046	93492	-	447	396	122	744	265	221	282	92	272	359
gene-LINF_300008100	LR812963.1	94718	98437	-	3720	2322	200	5801	1868	404	708	385	1344	1812
gene-LINF_300008200	LR812963.1	99886	101646	-	1761	2003	282	4410	1797	429	710	299	1124	1577
gene-LINF_300008300	LR812963.1	102606	104948	-	2343	1371	166	3626	1440	258	427	149	770	1060
gene-LINF_300008400	LR812963.1	106622	109018	-	2397	1181	72	2522	1014	116	241	141	701	768
gene-LINF_300008500	LR812963.1	112227	114059	-	1833	2105	166	4500	1178	343	436	303	1299	865
gene-LINF_300008600	LR812963.1	115650	117578	-	1929	2241	215	4940	2164	287	657	267	1302	1799
gene-LINF_300008700	LR812963.1	119162	120394	-	1233	2465	688	3099	1373	1061	2151	341	1518	1238
gene-LINF_300008800	LR812963.1	123558	124712	-	1155	1419	413	1974	816	594	1116	159	937	601
gene-LINF_300008900	LR812963.1	130380	131132	-	753	273	18	710	278	11	33	25	206	215
gene-LINF_300009000	LR812963.1	133191	134681	-	1491	736	114	1711	722	149	283	96	501	478
gene-LINF_300009100	LR812963.1	135604	136422	-	819	640	190	1630	710	204	326	98	471	660
gene-LINF_300009200	LR812963.1	136890	138329	-	1440	1869	663	3809	1262	824	1463	265	1213	1289
gene-LINF_300009300	LR812963.1	139300	140400	-	1101	1178	170	3415	1390	189	336	216	732	1738
gene-LINF_300009400	LR812963.1	141186	142868	-	1683	1825	181	3240	1239	248	482	227	1355	1416
gene-LINF_300009500	LR812963.1	145904	146770	-	867	919	71	2595	927	114	183	136	643	1186
gene-LINF_300009600	LR812963.1	148325	149677	-	1353	1102	466	1334	403	784	1033	142	672	493
gene-LINF_300009700	LR812963.1	150984	152636	-	1653	4188	1207	6074	2294	2352	3157	650	2820	2836
gene-LINF_300009800	LR812963.1	153622	155268	-	1647	973	237	1661	699	369	739	107	625	561
gene-LINF_300009900	LR812963.1	156336	157745	-	1410	1423	545	2182	612	842	1246	170	782	872
gene-LINF_300010000	LR812963.1	158681	160831	-	2151	1534	114	2903	1178	144	357	185	1041	811
gene-LINF_300010050	LR812963.1	161460	161735	-	276	606	0	1695	872	0	0	93	415	588
gene-LINF_300010100	LR812963.1	163291	164754	-	1464	1223	170	2284	893	268	721	138	827	766
gene-LINF_300010200	LR812963.1	166298	169744	-	3447	1098	129	2503	866	227	333	123	653	843
gene-LINF_300010300	LR812963.1	170540	173230	-	2691	2402	369	4927	1568	674	904	319	1479	2196
gene-LINF_300010400	LR812963.1	174128	175441	-	1314	572	111	1321	568	174	273	116	422	597
gene-LINF_300010500	LR812963.1	176153	176719	-	567	492	108	1539	758	228	191	90	369	526
gene-LINF_300010600	LR812963.1	177852	179681	-	1830	1385	302	2698	779	500	924	191	915	1190
gene-LINF_300010700	LR812963.1	181812	182789	-	978	2778	368	5932	1796	669	1032	376	1514	2383
gene-LINF_300010800	LR812963.1	183377	184801	-	1425	1551	262	2491	785	573	775	225	948	1029
gene-LINF_300010900	LR812963.1	186210	187649	-	1440	1989	392	2878	1030	571	1228	211	1181	1014
gene-LINF_300011000	LR812963.1	188926	190890	-	1965	1348	186	2248	769	483	695	161	690	721
gene-LINF_300011100	LR812963.1	198756	201542	-	2787	143	12	194	43	64	50	26	101	30
gene-LINF_300011200	LR812963.1	206218	207831	-	1614	1683	184	5053	1646	339	617	251	1109	2271
gene-LINF_300011300	LR812963.1	208917	209567	-	651	1429	405	2233	656	865	929	180	622	943
gene-LINF_300011400	LR812963.1	210339	211760	-	1422	2740	917	3672	1044	1819	1663	417	1288	1847
gene-LINF_300011500	LR812963.1	213471	214067	-	597	383	59	952	362	138	146	55	219	246
gene-LINF_300011600	LR812963.1	214887	216080	-	1194	1777	242	4194	1474	433	516	239	746	1312
gene-LINF_300011700	LR812963.1	218109	220301	-	2193	2809	631	5046	1473	1306	1695	367	1563	1391
gene-LINF_300011800	LR812963.1	220945	221145	-	201	4997	4243	8085	4026	2981	5832	1003	2655	3467
gene-LINF_300011900	LR812963.1	221777	221977	-	201	3531	4830	3349	1593	3564	6427	675	2019	1339
gene-LINF_300012000	LR812963.1	222431	222631	-	201	4785	4725	7116	3515	3777	6289	1014	2713	3395
gene-LINF_300012100	LR812963.1	222950	223435	-	486	1649	378	3432	1120	665	1138	214	890	828
gene-LINF_300012200	LR812963.1	223864	224661	-	798	1319	268	2754	931	409	586	229	876	937
gene-LINF_300012300	LR812963.1	226119	227759	-	1641	943	264	1677	712	496	578	178	656	637
gene-LINF_300012400	LR812963.1	232888	233442	+	555	588	96	1177	358	206	168	96	380	339
gene-LINF_300012500	LR812963.1	233819	234478	+	660	2684	334	4475	1282	713	573	453	1456	2683
gene-LINF_300012600	LR812963.1	235575	235910	+	336	710	1	2107	669	5	2	95	352	1030
gene-LINF_300012700	LR812963.1	236221	236736	+	516	1252	370	3156	979	639	841	255	752	1373
gene-LINF_300012800	LR812963.1	237034	237873	+	840	772	40	2096	920	48	54	128	400	499
gene-LINF_300012900	LR812963.1	238223	238813	+	591	3722	1275	7270	2418	1471	3238	571	2460	2934
gene-LINF_300013000	LR812963.1	239914	243090	+	3177	4178	931	6286	1837	2489	3002	562	2007	2043
gene-LINF_300013100	LR812963.1	244123	244497	+	375	1423	71	4018	1221	79	158	155	699	837
gene-LINF_300013200	LR812963.1	245255	247288	+	2034	1661	459	2913	672	783	1048	202	759	789
gene-LINF_300013300	LR812963.1	248482	249759	+	1278	787	36	2774	882	91	129	154	410	938
gene-LINF_300013400	LR812963.1	251746	253278	+	1533	1395	337	2123	575	516	899	171	676	580
gene-LINF_300013500	LR812963.1	257152	257748	+	597	759	110	1711	671	220	266	112	398	698
gene-LINF_300013600	LR812963.1	258346	259095	+	750	428	16	1261	447	13	40	72	282	444
gene-LINF_300013700	LR812963.1	260351	261103	+	753	1304	185	3103	931	255	407	164	623	964
gene-LINF_300013800	LR812963.1	262076	264391	+	2316	1130	179	2526	981	164	471	136	705	693
gene-LINF_300013900	LR812963.1	267686	268126	+	441	1773	930	2869	1142	1182	1815	306	1012	1465
gene-LINF_300014000	LR812963.1	269272	272028	+	2757	2114	618	3295	975	1090	1637	267	962	1033
gene-LINF_300014100	LR812963.1	272817	273413	+	597	4076	550	13278	5804	598	1225	718	3066	4735
gene-LINF_300014200	LR812963.1	274900	275496	+	597	4703	516	17274	6637	586	1275	856	3354	5331
gene-LINF_300014300	LR812963.1	278551	279219	+	669	4872	719	8811	2996	928	1812	714	3340	3359
gene-LINF_300014400	LR812963.1	282396	283433	+	1038	2794	400	5189	1515	985	1022	518	2068	2736
gene-LINF_300014500	LR812963.1	286371	287015	+	645	628	1	1349	500	3	6	81	397	390
gene-LINF_300014600	LR812963.1	291613	293685	+	2073	1198	9	2232	699	11	26	132	858	715
gene-LINF_300014700	LR812963.1	296281	300486	+	4206	2271	379	3985	1479	619	926	234	1424	1391
gene-LINF_300014800	LR812963.1	301937	304750	+	2814	2334	288	4717	1671	448	806	301	1468	1576
gene-LINF_300014900	LR812963.1	306253	307992	+	1740	1576	124	2692	963	207	323	152	811	717
gene-LINF_300015000	LR812963.1	310255	312540	+	2286	1005	289	2205	954	407	661	137	720	831
gene-LINF_300015100	LR812963.1	313563	315509	+	1947	494	0	874	357	0	0	46	341	290
gene-LINF_300015200	LR812963.1	319852	321615	+	1764	1346	182	3094	1251	244	431	214	942	1205
gene-LINF_300015300	LR812963.1	322610	323311	+	702	1644	359	3151	947	589	874	256	1039	1512
gene-LINF_300015400	LR812963.1	325018	326400	+	1383	661	225	1108	427	267	525	79	489	356
gene-LINF_300015500	LR812963.1	327956	329674	+	1719	606	78	1303	506	149	203	86	487	509
gene-LINF_300015600	LR812963.1	330275	332110	+	1836	949	126	2545	1023	190	391	110	596	757
gene-LINF_300015700	LR812963.1	333280	336348	+	3069	3390	909	4821	1895	1215	2440	419	2035	1604
gene-LINF_300015800	LR812963.1	338103	339719	+	1617	1100	57	2209	803	81	160	156	684	863
gene-LINF_300015900	LR812963.1	340464	341735	+	1272	925	153	1788	717	261	407	126	540	724
gene-LINF_300016000	LR812963.1	342690	343442	+	753	1191	251	2654	1013	358	543	229	871	1277
gene-LINF_300016100	LR812963.1	345395	346411	+	1017	1372	375	3914	1192	420	1038	181	723	1026
gene-LINF_300016200	LR812963.1	347535	348143	+	609	657	100	1791	596	111	190	87	426	525
gene-LINF_300016300	LR812963.1	348968	349669	+	702	711	166	1529	513	186	338	95	413	402
gene-LINF_300016400	LR812963.1	354051	361622	+	7572	1655	33	3255	1054	73	63	192	1026	822
gene-LINF_300016500	LR812963.1	364400	367390	+	2991	6673	164	8253	2470	452	290	731	4225	2263
gene-LINF_300016600	LR812963.1	369323	370246	+	924	998	78	1586	461	147	276	126	531	498
gene-LINF_300016700	LR812963.1	373823	375682	+	1860	4095	1094	4547	1352	2393	2725	552	2352	1979
gene-LINF_300016800	LR812963.1	380357	381976	+	1620	4565	845	6088	1921	1746	1878	684	2503	2651
gene-LINF_300016900	LR812963.1	384625	384909	+	285	438	145	767	262	202	372	62	251	253
gene-LINF_300017000	LR812963.1	385880	386431	+	552	364	91	1125	408	85	196	74	240	371
gene-LINF_300017100	LR812963.1	387595	390177	+	2583	1910	278	3792	1135	565	700	239	959	1205
gene-LINF_300017200	LR812963.1	391162	396525	+	5364	2518	67	6276	2156	171	174	324	1301	1842
gene-LINF_300017300	LR812963.1	397833	399881	+	2049	1222	78	1677	601	131	217	125	671	339
gene-LINF_300017400	LR812963.1	402203	402703	+	501	611	134	1320	495	285	291	92	439	341
gene-LINF_300017500	LR812963.1	403624	405480	+	1857	784	1	1518	515	0	0	98	423	475
gene-LINF_300017600	LR812963.1	407427	410447	+	3021	2718	439	3577	1211	631	1423	332	1538	913
gene-LINF_300017700	LR812963.1	411977	412237	+	261	850	243	1347	542	279	655	155	475	700
gene-LINF_300017800	LR812963.1	413172	415964	+	2793	1458	292	2626	1002	401	829	234	940	1038
gene-LINF_300017900	LR812963.1	418052	420223	+	2172	2590	670	3310	1104	1294	2058	288	1256	848
gene-LINF_300018000	LR812963.1	421771	423012	+	1242	1566	392	2838	1229	412	1117	188	811	605
gene-LINF_300018100	LR812963.1	424676	425584	+	909	2606	592	4561	1278	817	1688	411	1422	1634
