Geneid	Chr	Start	End	Strand	Length	hyb3/mark_duplicates/hyb3.sorted.markdup.bam	tar1/mark_duplicates/tar1.sorted.markdup.bam	inf3/mark_duplicates/inf3.sorted.markdup.bam	hyb2/mark_duplicates/hyb2.sorted.markdup.bam	tar2/mark_duplicates/tar2.sorted.markdup.bam	tar3/mark_duplicates/tar3.sorted.markdup.bam	hyb1/mark_duplicates/hyb1.sorted.markdup.bam	inf1/mark_duplicates/inf1.sorted.markdup.bam	inf2/mark_duplicates/inf2.sorted.markdup.bam
gene-LtaPh_3422900	BLBS01000054.1	919600	920166	-	567	52	1235	0	311	497	533	540	0	1
gene-LtaPh_3423000	BLBS01000054.1	922100	927718	-	5619	336	5726	0	1643	2486	3896	2801	3	0
gene-LtaPh_3423300	BLBS01000054.1	932133	934760	-	2628	70	1801	0	586	877	1117	854	0	0
gene-LtaPh_3423400	BLBS01000054.1	936253	936687	-	435	2154	26770	1	5667	19306	15726	8966	43	3
gene-LtaPh_3423500	BLBS01000054.1	937705	938121	-	417	53	499	0	265	213	393	297	0	0
gene-LtaPh_3423600	BLBS01000054.1	940537	941667	-	1131	51	744	0	215	306	459	267	0	0
gene-LtaPh_3000300	BLBS01000054.1	943877	945049	-	1173	68	1092	0	282	348	546	369	0	0
gene-LtaPh_3423700	BLBS01000054.1	946580	949804	-	3225	239	4361	6	1307	1452	2051	2191	11	2
gene-LtaPh_3423800	BLBS01000054.1	951008	952183	-	1176	131	2029	0	562	841	1396	842	1	0
gene-LtaPh_3423900	BLBS01000054.1	952984	954717	-	1734	159	2883	0	636	1088	1333	1195	3	0
gene-LtaPh_3424000	BLBS01000054.1	966552	967727	-	1176	7	21	0	12	4	23	10	1	0
gene-LtaPh_3424100	BLBS01000054.1	971660	973012	-	1353	134	3566	0	764	1346	2280	1226	0	0
gene-LtaPh_3424200	BLBS01000054.1	975849	983120	-	7272	297	5231	0	1547	1997	4990	2721	2	1
gene-LtaPh_3424241	BLBS01000054.1	991122	997901	-	6780	200	2854	1	743	781	1688	1705	5	0
gene-LtaPh_3424281	BLBS01000054.1	991128	999653	+	8526	1	18	0	3	2	8	10	0	0
gene-LtaPh_3424321	BLBS01000054.1	1006033	1020756	+	14724	0	18	0	5	5	13	13	0	0
gene-LtaPh_3424361	BLBS01000054.1	1011652	1022532	-	10881	401	6035	0	1626	1575	3611	3408	9	0
gene-LtaPh_3424400	BLBS01000054.1	1028731	1031343	+	2613	328	3139	0	1214	1038	2805	2113	2	0
gene-LtaPh_3424500	BLBS01000054.1	1034736	1036592	+	1857	240	1851	0	564	538	1705	1069	7	0
gene-LtaPh_3424800	BLBS01000054.1	1054683	1056356	+	1674	309	4895	0	1365	1728	2313	2852	2	0
gene-LtaPh_3424900	BLBS01000054.1	1058378	1059001	+	624	948	11659	0	3581	4881	7938	5084	15	0
gene-LtaPh_3425000	BLBS01000054.1	1064797	1066200	+	1404	161	2616	0	624	963	1645	1306	1	0
gene-LtaPh_3425100	BLBS01000054.1	1067227	1067496	+	270	130	1831	0	500	600	1176	762	1	0
gene-LtaPh_3425200	BLBS01000054.1	1070982	1072433	+	1452	240	4245	0	1025	1604	2356	1679	5	0
gene-LtaPh_3425300	BLBS01000054.1	1073447	1075510	+	2064	219	3209	0	896	1216	1949	1359	3	0
gene-LtaPh_3425400	BLBS01000054.1	1076708	1078435	+	1728	85	1429	0	509	498	978	768	2	0
gene-LtaPh_3425500	BLBS01000054.1	1082003	1086385	+	4383	203	3356	0	1213	1251	2266	1831	0	0
gene-LtaPh_3425600	BLBS01000054.1	1087111	1088931	+	1821	241	3543	1	1035	1116	1476	1739	8	0
gene-LtaPh_3425700	BLBS01000054.1	1091008	1093746	+	2739	232	3380	0	947	1339	2671	1628	2	0
gene-LtaPh_3425800	BLBS01000054.1	1095407	1097275	+	1869	225	3067	0	907	1498	1987	1590	6	0
gene-LtaPh_3425900	BLBS01000054.1	1098258	1099901	+	1644	187	3797	0	866	1548	2309	1449	1	0
gene-LtaPh_3426000	BLBS01000054.1	1101289	1103004	+	1716	176	3967	0	1020	1513	2570	1407	3	0
gene-LtaPh_3426100	BLBS01000054.1	1103755	1104522	+	768	569	5740	0	1975	2609	5495	3166	8	0
gene-LtaPh_3426200	BLBS01000054.1	1106228	1107580	+	1353	135	3034	0	838	1128	1451	1541	1	0
gene-LtaPh_3426300	BLBS01000054.1	1109031	1111055	+	2025	259	5807	0	1270	2627	1884	2093	3	0
gene-LtaPh_3426400	BLBS01000054.1	1112244	1114421	+	2178	610	7458	0	2374	2918	4345	3507	13	0
gene-LtaPh_3426451	BLBS01000054.1	1116720	1117565	+	846	3	49	0	20	8	15	21	0	0
gene-LtaPh_3426500	BLBS01000054.1	1131461	1132735	+	1275	166	2864	0	932	1041	1936	1577	5	0
gene-LtaPh_3426600	BLBS01000054.1	1133412	1134656	+	1245	263	3777	0	1096	1388	1657	1940	7	0
gene-LtaPh_3426700	BLBS01000054.1	1137351	1138382	+	1032	39	733	0	158	300	438	263	1	0
gene-LtaPh_3426800	BLBS01000054.1	1142168	1144063	+	1896	195	4260	0	943	1499	1811	1673	0	0
gene-LtaPh_3426851	BLBS01000054.1	1145319	1146050	+	732	501	6102	0	1338	3893	3842	2566	16	0
gene-LtaPh_3426900	BLBS01000054.1	1145344	1145880	+	537	0	0	0	0	0	0	0	0	0
gene-LtaPh_3426951	BLBS01000054.1	1145386	1145886	-	501	0	37	0	10	37	16	12	0	1
gene-LtaPh_3427000	BLBS01000054.1	1146973	1148781	+	1809	246	5191	0	1229	1897	2257	2235	4	0
gene-LtaPh_3427100	BLBS01000054.1	1153011	1154879	+	1869	215	3628	0	977	1394	1743	1739	3	0
gene-LtaPh_3427300	BLBS01000054.1	1158409	1161063	+	2655	285	4432	0	1376	1891	2756	2115	4	0
gene-LtaPh_3427400	BLBS01000054.1	1163486	1165408	+	1923	116	1408	0	554	555	1212	854	2	0
gene-LtaPh_3427500	BLBS01000054.1	1168828	1169139	+	312	46	624	0	167	261	667	324	3	0
gene-LtaPh_3427600	BLBS01000054.1	1169797	1171833	+	2037	234	2146	0	711	998	1969	1180	1	0
gene-LtaPh_3427700	BLBS01000054.1	1173257	1174489	+	1233	102	1531	0	406	499	672	772	1	0
gene-LtaPh_3427800	BLBS01000054.1	1176229	1176585	+	357	170	2389	0	504	1013	982	1070	9	0
gene-LtaPh_3427861	BLBS01000054.1	1177388	1178647	+	1260	3684	44602	804	14807	52276	27084	20138	2035	1099
gene-LtaPh_3427921	BLBS01000054.1	1179514	1180773	+	1260	3769	45265	806	14869	52733	27366	20221	1946	1040
gene-LtaPh_3428000	BLBS01000054.1	1182708	1184006	+	1299	60	919	0	279	431	551	516	0	0
gene-LtaPh_3428200	BLBS01000054.1	1190117	1190383	+	267	101	1143	0	339	562	949	763	3	0
gene-LtaPh_3428300	BLBS01000054.1	1191268	1191840	+	573	237	2350	1	593	1075	1368	1148	9	0
gene-LtaPh_3428400	BLBS01000054.1	1195729	1196613	+	885	268	4110	0	1067	1168	1598	2626	7	0
gene-LtaPh_3428500	BLBS01000054.1	1197291	1198610	+	1320	292	4787	0	997	1834	2184	1989	4	0
gene-LtaPh_3428600	BLBS01000054.1	1199422	1200108	+	687	143	2034	0	550	970	1006	1024	0	0
gene-LtaPh_3428700	BLBS01000054.1	1200934	1201509	+	576	105	1540	0	353	631	703	795	3	0
gene-LtaPh_3428800	BLBS01000054.1	1202567	1203598	+	1032	185	3210	0	706	1135	1398	1470	4	0
gene-LtaPh_3428900	BLBS01000054.1	1205275	1206528	+	1254	135	1705	0	570	670	1123	869	0	0
gene-LtaPh_3429000	BLBS01000054.1	1208573	1210396	+	1824	171	2952	0	899	1039	1396	1463	2	0
gene-LtaPh_3429100	BLBS01000054.1	1211493	1212242	+	750	180	3031	0	793	1451	1906	1483	1	0
gene-LtaPh_3429200	BLBS01000054.1	1215114	1217930	+	2817	287	6809	0	1366	2149	3572	2492	4	0
gene-LtaPh_3429300	BLBS01000054.1	1220822	1221874	+	1053	186	2066	3	728	859	1548	1326	0	0
gene-LtaPh_3429400	BLBS01000054.1	1222609	1223970	+	1362	127	2840	0	520	837	845	1174	3	0
gene-LtaPh_3429500	BLBS01000054.1	1226031	1226564	+	534	281	2534	0	873	865	1958	1747	2	0
gene-LtaPh_3429600	BLBS01000054.1	1229607	1231163	+	1557	189	2492	0	741	882	1264	1433	1	0
gene-LtaPh_3429800	BLBS01000054.1	1234085	1235992	+	1908	365	8021	0	1716	3018	4098	3229	2	0
gene-LtaPh_3429900	BLBS01000054.1	1241234	1243465	+	2232	535	10056	0	1998	4655	6109	3691	4	0
gene-LtaPh_3430000	BLBS01000054.1	1245082	1246722	+	1641	139	3065	0	739	1089	1552	1565	0	0
gene-LtaPh_3430100	BLBS01000054.1	1248149	1249342	+	1194	65	1243	0	245	413	850	459	0	1
gene-LtaPh_3430200	BLBS01000054.1	1252319	1253317	+	999	115	2595	0	466	763	810	766	2	0
gene-LtaPh_3430300	BLBS01000054.1	1255109	1256134	+	1026	216	2814	0	1095	1048	2266	1964	0	0
gene-LtaPh_3430400	BLBS01000054.1	1260108	1261631	+	1524	253	4612	0	950	1949	2460	1685	7	0
gene-LtaPh_3430500	BLBS01000054.1	1262513	1263250	+	738	182	3063	0	825	1282	1712	1286	2	1
gene-LtaPh_3430600	BLBS01000054.1	1264166	1265689	+	1524	219	3542	0	1084	1448	1538	1854	4	0
gene-LtaPh_3430700	BLBS01000054.1	1266550	1268313	+	1764	180	3406	0	870	1085	1413	1692	4	0
gene-LtaPh_3430800	BLBS01000054.1	1269851	1271650	+	1800	251	4610	0	921	1732	2354	1610	6	0
gene-LtaPh_3430900	BLBS01000054.1	1272667	1274526	+	1860	189	4130	0	828	1311	2544	1548	1	0
gene-LtaPh_3431000	BLBS01000054.1	1277139	1278671	+	1533	95	1993	0	410	721	1575	714	0	0
gene-LtaPh_3431100	BLBS01000054.1	1284046	1287264	+	3219	272	6517	0	1265	2396	3510	2429	1	0
gene-LtaPh_3431200	BLBS01000054.1	1287880	1288515	+	636	211	2616	0	709	1245	1621	1351	6	0
gene-LtaPh_3431251	BLBS01000054.1	1287985	1288809	-	825	0	0	0	0	1	2	0	0	0
gene-LtaPh_3431300	BLBS01000054.1	1292453	1292725	+	273	16	322	0	80	114	205	137	0	0
gene-LtaPh_3431400	BLBS01000054.1	1294448	1301773	+	7326	381	6301	1	1400	2609	5574	2456	1	0
gene-LtaPh_3431500	BLBS01000054.1	1303214	1305076	+	1863	226	3982	0	877	1524	2096	1684	4	0
gene-LtaPh_3431600	BLBS01000054.1	1306359	1308011	+	1653	282	2204	0	1424	838	2152	1896	2	0
gene-LtaPh_3431700	BLBS01000054.1	1312015	1314381	+	2367	309	5325	0	1136	1924	3810	1705	0	0
gene-LtaPh_3431800	BLBS01000054.1	1316701	1317351	+	651	89	1332	0	435	735	920	754	3	0
gene-LtaPh_3431900	BLBS01000054.1	1318531	1320291	+	1761	208	3759	0	853	1406	2422	1604	3	0
gene-LtaPh_3432000	BLBS01000054.1	1321757	1323169	+	1413	176	2430	0	698	1144	1903	1253	0	0
gene-LtaPh_3432100	BLBS01000054.1	1323925	1324566	+	642	75	1755	0	402	574	835	631	1	1
gene-LtaPh_3432200	BLBS01000054.1	1325038	1326594	+	1557	298	6620	0	1778	1700	2237	3448	5	0
gene-LtaPh_3432300	BLBS01000054.1	1327901	1328362	+	462	115	1473	0	484	578	865	942	0	0
gene-LtaPh_3432400	BLBS01000054.1	1329533	1331185	+	1653	28	418	0	189	125	162	407	2	0
gene-LtaPh_3432500	BLBS01000054.1	1335000	1337456	+	2457	210	3758	0	778	1578	2577	1582	3	0
gene-LtaPh_3432600	BLBS01000054.1	1337847	1339442	+	1596	117	2306	0	463	748	1101	863	2	0
gene-LtaPh_3432700	BLBS01000054.1	1340148	1340705	+	558	179	2225	0	549	905	1269	985	4	1
gene-LtaPh_3432800	BLBS01000054.1	1341555	1342007	+	453	66	830	0	215	408	582	437	4	0
gene-LtaPh_3432900	BLBS01000054.1	1343081	1343986	+	906	325	3753	1	1809	1287	1427	3154	1	0
gene-LtaPh_3433000	BLBS01000054.1	1349889	1352078	+	2190	46	544	0	171	190	376	285	0	0
gene-LtaPh_3433100	BLBS01000054.1	1355252	1356214	+	963	18	580	0	189	159	402	305	0	0
gene-LtaPh_3433200	BLBS01000054.1	1361354	1362910	+	1557	147	3305	0	758	920	1511	1477	1	1
gene-LtaPh_3433300	BLBS01000054.1	1364531	1366801	+	2271	442	9438	0	2355	3937	6085	3932	3	0
gene-LtaPh_3433400	BLBS01000054.1	1370196	1372109	+	1914	465	8033	12	2088	2703	5973	3728	46	9
gene-LtaPh_3433500	BLBS01000054.1	1373717	1377325	+	3609	300	5722	2	1223	1824	3413	2001	5	0
gene-LtaPh_3433600	BLBS01000054.1	1378025	1379452	+	1428	329	5413	0	1278	2143	3241	2515	8	0
gene-LtaPh_3433700	BLBS01000054.1	1380442	1381518	+	1077	251	3602	0	1286	1365	2460	2031	4	0
gene-LtaPh_3433800	BLBS01000054.1	1383867	1384481	+	615	66	2431	0	470	737	901	905	0	1
gene-LtaPh_3433900	BLBS01000054.1	1385021	1386472	+	1452	226	3281	0	749	1478	2296	1468	5	0
gene-LtaPh_3434000	BLBS01000054.1	1387277	1388656	+	1380	512	7854	0	1494	2892	4566	2785	6	0
gene-LtaPh_3434100	BLBS01000054.1	1389670	1390659	+	990	139	1599	0	523	805	1267	944	3	1
gene-LtaPh_3434200	BLBS01000054.1	1391404	1394265	+	2862	346	4473	0	1135	1892	3188	2246	5	0
gene-LtaPh_3434500	BLBS01000054.1	1395812	1401637	+	5826	186	1423	0	653	497	1786	1244	2	0
gene-LtaPh_3434600	BLBS01000054.1	1402342	1403016	+	675	127	1083	0	343	424	1044	694	2	1
gene-LtaPh_3434700	BLBS01000054.1	1403801	1405210	+	1410	144	2396	0	468	852	1680	1108	7	0
gene-LtaPh_3434800	BLBS01000054.1	1405765	1406790	+	1026	185	2001	0	680	900	1785	1099	1	0
gene-LtaPh_3434900	BLBS01000054.1	1408483	1411317	+	2835	131	2709	0	562	831	1627	1224	2	0
gene-LtaPh_3435000	BLBS01000054.1	1412082	1414691	+	2610	140	2463	0	589	757	1512	1193	1	0
gene-LtaPh_3435100	BLBS01000054.1	1415382	1417370	+	1989	85	2505	0	543	796	1618	1125	2	0
gene-LtaPh_3435200	BLBS01000054.1	1418869	1420035	+	1167	203	4213	0	985	1389	2392	1672	5	0
gene-LtaPh_3435300	BLBS01000054.1	1424038	1424559	+	522	83	1536	0	306	650	719	591	1	1
gene-LtaPh_3435400	BLBS01000054.1	1425849	1427543	+	1695	128	2129	2	599	725	1291	1078	5	0
gene-LtaPh_3435500	BLBS01000054.1	1428642	1430177	+	1536	152	3654	0	676	1209	1921	1343	0	0
gene-LtaPh_3435600	BLBS01000054.1	1432942	1433433	+	492	121	2063	0	710	687	1216	1017	1	0
gene-LtaPh_3435700	BLBS01000054.1	1437398	1437691	+	294	15	293	0	92	74	111	184	0	0
gene-LtaPh_3435751	BLBS01000054.1	1441709	1442188	+	480	1924	23456	143	5367	13757	15644	8848	273	101
gene-LtaPh_3435800	BLBS01000054.1	1443353	1445266	+	1914	183	4005	0	876	1523	1888	1349	5	0
gene-LtaPh_3435900	BLBS01000054.1	1447514	1449346	+	1833	538	6380	8	2034	2221	3323	3201	12	8
gene-LtaPh_3436000	BLBS01000054.1	1451274	1451882	+	609	151	1534	0	500	879	1215	807	3	0
gene-LtaPh_3436100	BLBS01000054.1	1452889	1456983	+	4095	197	3110	0	1106	1286	2434	1467	1	0
gene-LtaPh_3436200	BLBS01000054.1	1457357	1459051	+	1695	112	1923	0	658	841	1467	1048	1	0
gene-LtaPh_3436300	BLBS01000054.1	1460163	1460714	+	552	143	2605	0	728	961	1175	1310	7	0
gene-LtaPh_3436400	BLBS01000054.1	1461656	1462564	+	909	98	1410	1	417	654	898	714	3	0
gene-LtaPh_3436500	BLBS01000054.1	1463342	1464397	+	1056	102	1363	0	416	643	927	609	0	1
gene-LtaPh_3436600	BLBS01000054.1	1465116	1466582	+	1467	264	4005	0	1276	1588	2518	1862	7	0
gene-LtaPh_3436700	BLBS01000054.1	1469675	1471138	+	1464	60	1042	0	490	380	493	713	3	0
gene-LtaPh_3436800	BLBS01000054.1	1473936	1475573	+	1638	107	1904	0	477	738	1279	752	2	0
gene-LtaPh_3436900	BLBS01000054.1	1476598	1477869	+	1272	110	2005	0	519	853	1033	906	0	0
gene-LtaPh_3437000	BLBS01000054.1	1478954	1479844	+	891	168	1861	0	686	832	1198	1080	4	0
gene-LtaPh_3437100	BLBS01000054.1	1480701	1482512	+	1812	203	2984	0	1043	1257	1773	1437	3	0
gene-LtaPh_3437300	BLBS01000054.1	1488992	1490059	+	1068	164	1954	0	604	1371	1481	792	6	0
gene-LtaPh_3437351	BLBS01000054.1	1490565	1491350	-	786	0	0	0	0	0	1	2	0	0
gene-LtaPh_3437400	BLBS01000054.1	1490790	1491383	+	594	86	2015	0	462	727	738	694	1	0
gene-LtaPh_3437500	BLBS01000054.1	1492413	1492985	+	573	133	2030	0	550	1066	1228	953	5	0
gene-LtaPh_3437600	BLBS01000054.1	1493852	1494724	+	873	286	4737	0	1124	1877	1993	1684	2	0
gene-LtaPh_3437700	BLBS01000054.1	1495510	1496232	+	723	99	1663	0	557	685	613	802	2	0
gene-LtaPh_3437800	BLBS01000054.1	1497124	1497867	+	744	93	1547	0	421	536	562	593	2	0
gene-LtaPh_3437900	BLBS01000054.1	1498696	1499589	+	894	105	1530	0	415	721	681	601	11	1
gene-LtaPh_3438000	BLBS01000054.1	1501172	1501513	+	342	157	1826	0	555	794	1175	921	6	0
gene-LtaPh_3438100	BLBS01000054.1	1502358	1504445	+	2088	150	2420	0	862	1010	1172	1305	2	0
gene-LtaPh_3438200	BLBS01000054.1	1506285	1520222	+	13938	867	17288	2	3870	6184	9977	6822	7	1
gene-LtaPh_3438300	BLBS01000054.1	1521412	1522326	+	915	128	1594	0	392	707	982	574	2	0
gene-LtaPh_3438400	BLBS01000054.1	1525475	1526950	+	1476	125	3281	0	624	1199	1493	1083	5	0
gene-LtaPh_3438500	BLBS01000054.1	1527823	1528116	+	294	107	1958	0	479	644	886	941	0	0
gene-LtaPh_3438600	BLBS01000054.1	1529504	1531099	+	1596	283	4624	0	1276	1455	2496	2220	4	0
gene-LtaPh_3438700	BLBS01000054.1	1532143	1533807	+	1665	380	6038	1	1988	2367	3562	3315	2	0
gene-LtaPh_3438800	BLBS01000054.1	1538018	1545904	+	7887	609	11341	0	2052	4097	6935	3596	4	0
gene-LtaPh_3438900	BLBS01000054.1	1549310	1550122	+	813	41	479	0	174	185	212	235	1	0
gene-LtaPh_3439000	BLBS01000054.1	1553135	1553269	+	135	16	363	0	70	117	168	185	1	0
gene-LtaPh_3439200	BLBS01000054.1	1555925	1556209	+	285	58	762	0	267	308	843	469	2	0
gene-LtaPh_3439300	BLBS01000054.1	1559473	1563582	+	4110	398	6930	0	1272	2748	4600	2803	2	0
gene-LtaPh_3439400	BLBS01000054.1	1564608	1567103	+	2496	244	5458	0	1138	1818	2136	2303	8	0
gene-LtaPh_3439500	BLBS01000054.1	1568253	1568699	+	447	352	4266	0	1118	1657	3358	1923	6	0
gene-LtaPh_3439600	BLBS01000054.1	1569954	1571423	+	1470	166	4799	1	658	1610	1968	1395	3	0
gene-LtaPh_3439700	BLBS01000054.1	1571831	1573351	+	1521	222	3679	0	750	1451	1763	1372	6	0
gene-LtaPh_3439800	BLBS01000054.1	1574032	1574346	+	315	535	4879	0	1742	2241	3740	2729	16	0
gene-LtaPh_3439900	BLBS01000054.1	1575517	1576563	+	1047	206	3370	4	917	1250	1385	1619	31	3
gene-LtaPh_3440000	BLBS01000054.1	1577417	1578412	+	996	145	2055	5	494	743	1136	948	28	9
gene-LtaPh_3440100	BLBS01000054.1	1579056	1580312	+	1257	87	1546	0	389	672	843	697	4	0
gene-LtaPh_3440200	BLBS01000054.1	1581156	1583183	+	2028	97	2558	0	443	853	980	915	1	0
gene-LtaPh_3440300	BLBS01000054.1	1584822	1587542	+	2721	441	9354	0	1982	2946	3719	3558	3	0
gene-LtaPh_3440400	BLBS01000054.1	1589066	1591135	+	2070	179	3602	0	850	1276	1865	1479	2	0
gene-LtaPh_3440500	BLBS01000054.1	1592414	1593214	+	801	161	3066	0	722	1176	1738	1353	4	0
gene-LtaPh_3440600	BLBS01000054.1	1594585	1596084	+	1500	205	3223	0	675	1178	1975	1387	6	0
gene-LtaPh_3440700	BLBS01000054.1	1597607	1598533	+	927	194	2430	0	631	986	1851	1088	5	0
gene-LtaPh_3440800	BLBS01000054.1	1598789	1606876	+	8088	485	9215	1	2248	3294	5775	4127	2	2
gene-LtaPh_3440900	BLBS01000054.1	1607613	1608551	+	939	199	2482	0	714	1096	2256	1218	2	0
gene-LtaPh_3441000	BLBS01000054.1	1609522	1611969	+	2448	955	14420	0	3338	5222	9070	6184	8	0
gene-LtaPh_3441100	BLBS01000054.1	1613295	1614656	+	1362	150	2537	0	605	826	1268	1035	2	0
gene-LtaPh_3441200	BLBS01000054.1	1615577	1617487	+	1911	175	2815	0	654	1081	1432	1170	1	0
gene-LtaPh_3441300	BLBS01000054.1	1618690	1628934	+	10245	753	15833	0	3224	4891	8335	5686	12	0
gene-LtaPh_3441400	BLBS01000054.1	1632554	1633003	+	450	173	2247	0	479	816	936	1033	4	0
gene-LtaPh_3441500	BLBS01000054.1	1633735	1635486	+	1752	434	8937	0	2522	2669	3999	3951	10	0
gene-LtaPh_3441600	BLBS01000054.1	1636740	1637669	+	930	200	3270	0	796	912	1479	1553	7	0
gene-LtaPh_3441700	BLBS01000054.1	1638598	1639263	+	666	177	2112	0	553	738	1050	1169	3	0
gene-LtaPh_3441800	BLBS01000054.1	1639801	1641297	+	1497	157	3147	0	573	1066	1586	923	2	0
gene-LtaPh_3441900	BLBS01000054.1	1642418	1643029	+	612	171	2522	0	681	1072	1451	1294	4	0
gene-LtaPh_3442000	BLBS01000054.1	1643840	1644133	+	294	101	1740	0	390	765	653	757	3	0
gene-LtaPh_3442100	BLBS01000054.1	1644733	1646079	+	1347	173	3154	0	685	1056	1333	1363	4	0
gene-LtaPh_3442200	BLBS01000054.1	1646369	1648519	+	2151	186	3465	0	819	1340	1888	1499	0	0
gene-LtaPh_3442300	BLBS01000054.1	1648973	1653433	+	4461	375	8553	0	1737	2662	4213	3398	8	1
gene-LtaPh_3442400	BLBS01000054.1	1654331	1655284	+	954	153	2946	0	648	1006	1386	1309	1	0
gene-LtaPh_3442600	BLBS01000054.1	1658437	1659234	+	798	91	1902	0	402	725	879	707	1	0
gene-LtaPh_3442700	BLBS01000054.1	1660557	1664147	+	3591	387	7486	0	1596	2871	4139	2946	3	0
gene-LtaPh_3442711	BLBS01000054.1	1665329	1665799	-	471	0	1	0	0	2	1	1	0	0
gene-LtaPh_1709400	BLBS01000054.1	1665337	1665675	+	339	168	1549	0	600	796	1215	1016	6	0
gene-LtaPh_2716500	BLBS01000054.1	1666361	1667023	+	663	309	3165	0	980	1354	1952	1758	6	0
gene-LtaPh_3442721	BLBS01000054.1	1667753	1668130	-	378	0	1	0	1	3	2	0	0	0
gene-LtaPh_3442731	BLBS01000054.1	1667761	1668099	+	339	176	1573	0	569	694	1060	964	1	0
gene-LtaPh_3442741	BLBS01000054.1	1668660	1669349	+	690	209	2443	0	749	1070	1625	1232	3	0
gene-LtaPh_3442751	BLBS01000054.1	1669891	1670553	+	663	295	3301	0	967	1306	1942	1735	7	0
gene-LtaPh_3442800	BLBS01000054.1	1672059	1679375	+	7317	430	9222	0	2202	3207	5235	3986	3	0
gene-LtaPh_3442900	BLBS01000054.1	1680297	1680623	+	327	80	1045	0	185	384	496	377	1	0
gene-LtaPh_3443000	BLBS01000054.1	1680844	1682280	+	1437	413	6761	0	1716	2211	3370	2996	12	0
gene-LtaPh_3443100	BLBS01000054.1	1683275	1684447	+	1173	270	4835	0	1107	1719	2633	1960	6	0
gene-LtaPh_3443200	BLBS01000054.1	1685984	1686343	+	360	164	2061	0	711	853	1213	1091	2	0
gene-LtaPh_3443300	BLBS01000054.1	1687328	1688305	+	978	179	2349	0	915	868	1248	1561	1	0
gene-LtaPh_3443400	BLBS01000054.1	1689956	1691032	+	1077	84	1354	0	332	420	776	609	1	0
gene-LtaPh_3443500	BLBS01000054.1	1691731	1692570	+	840	303	4299	0	1232	1495	1738	2470	7	0
gene-LtaPh_3443600	BLBS01000054.1	1693304	1694971	+	1668	88	1799	0	405	564	1087	702	1	0
gene-LtaPh_3443700	BLBS01000054.1	1695968	1698373	+	2406	478	9282	0	2248	3020	3857	4167	7	0
gene-LtaPh_3500201	BLBS01000055.1	2881	3285	+	405	5	34	1	8	22	18	15	0	0
gene-LtaPh_3500400	BLBS01000055.1	3790	4971	-	1182	386	4589	3	1626	1788	2844	2851	8	4
gene-LtaPh_3500951	BLBS01000055.1	6724	8586	-	1863	568	6906	1	2194	2755	4048	3862	8	3
gene-LtaPh_3501500	BLBS01000055.1	8885	11074	-	2190	164	3492	0	827	1186	2054	1596	1	0
gene-LtaPh_3501600	BLBS01000055.1	12327	13427	-	1101	248	4110	0	1223	1558	2922	2010	2	0
gene-LtaPh_3501800	BLBS01000055.1	18907	19824	-	918	213	2711	16	786	1234	2150	1476	65	19
gene-LtaPh_3501900	BLBS01000055.1	20808	22550	-	1743	138	3945	0	619	1294	1769	1119	5	0
gene-LtaPh_3502000	BLBS01000055.1	23467	24372	-	906	88	1859	0	430	770	739	875	2	0
gene-LtaPh_3502100	BLBS01000055.1	25458	26066	-	609	935	12681	0	3153	4939	6880	5401	16	2
gene-LtaPh_3502200	BLBS01000055.1	26916	27470	-	555	122	1609	0	450	579	994	839	2	0
gene-LtaPh_3502300	BLBS01000055.1	28234	29583	-	1350	129	1960	0	368	679	1246	911	0	0
gene-LtaPh_3502400	BLBS01000055.1	30267	30827	-	561	120	1717	0	472	753	1435	876	2	0
gene-LtaPh_3502500	BLBS01000055.1	31692	32051	-	360	360	3500	0	1101	1942	3231	1453	8	0
gene-LtaPh_3502600	BLBS01000055.1	32711	33583	-	873	124	1339	0	427	542	1113	865	2	0
gene-LtaPh_3502700	BLBS01000055.1	34395	35534	-	1140	117	1164	0	324	485	1031	581	2	0
gene-LtaPh_3502800	BLBS01000055.1	35845	36840	-	996	175	2092	0	555	813	720	1013	4	0
gene-LtaPh_3502900	BLBS01000055.1	37608	40196	-	2589	303	3529	0	972	1124	1898	1272	1	0
gene-LtaPh_3503000	BLBS01000055.1	42618	43340	+	723	200	2321	0	614	1013	1765	1008	0	0
gene-LtaPh_3503100	BLBS01000055.1	45010	51417	+	6408	421	7135	0	1659	2089	6682	3413	3	0
gene-LtaPh_3503200	BLBS01000055.1	52381	52602	+	222	80	1291	0	269	423	831	562	1	0
gene-LtaPh_3503300	BLBS01000055.1	53574	54365	+	792	124	1921	0	468	499	955	1169	1	0
gene-LtaPh_3503400	BLBS01000055.1	55373	56476	+	1104	237	2796	0	985	915	1298	1064	1	0
gene-LtaPh_3503500	BLBS01000055.1	59369	59683	+	315	2445	35267	516	7315	19633	23483	10505	1464	779
gene-LtaPh_3503600	BLBS01000055.1	60477	62633	+	2157	339	5162	0	1218	1762	4487	2497	2	0
gene-LtaPh_3503700	BLBS01000055.1	63073	64950	+	1878	285	5102	0	1249	1794	3301	2324	5	0
gene-LtaPh_3503800	BLBS01000055.1	65845	66078	+	234	57	764	0	210	249	411	390	0	0
gene-LtaPh_3504161	BLBS01000055.1	70299	76004	+	5706	401	6386	0	1889	3095	5441	3120	4	0
gene-LtaPh_3504521	BLBS01000055.1	76853	77935	-	1083	0	0	0	3	0	2	2	0	0
