# Program:featureCounts v2.0.1; Command:"/usr/local/anaconda/bin/featureCounts" "-a" "../../tarinf.gff" "../hyb.sorted.bam" "-o" "test.out" "-g" "ID" "-t" "gene" "-M" "-p" "-O" 
Geneid	Chr	Start	End	Strand	Length	../hyb.sorted.bam
gene-LtaPh_3506100	BLBS01000055.1	122809	124722	+	1914	514
gene-LtaPh_3506200	BLBS01000055.1	128647	131394	+	2748	769
gene-LtaPh_3506300	BLBS01000055.1	136679	137566	+	888	283
gene-LtaPh_3506400	BLBS01000055.1	141301	146328	+	5028	1140
gene-LtaPh_3506700	BLBS01000056.1	289	948	+	660	101
gene-LtaPh_3506900	BLBS01000056.1	20771	23935	+	3165	847
gene-LtaPh_3507000	BLBS01000056.1	24991	31377	+	6387	1805
gene-LtaPh_3507100	BLBS01000056.1	33043	33717	+	675	210
gene-LtaPh_3507200	BLBS01000056.1	34772	37192	+	2421	713
gene-LtaPh_3507261	BLBS01000056.1	37738	38514	-	777	280
gene-LtaPh_3507321	BLBS01000056.1	37840	38379	+	540	217
gene-LtaPh_3507400	BLBS01000056.1	39580	47133	+	7554	2069
gene-LtaPh_3507500	BLBS01000056.1	47949	49082	+	1134	374
gene-LtaPh_3507600	BLBS01000056.1	49676	51469	+	1794	526
gene-LtaPh_3507700	BLBS01000056.1	53717	54139	+	423	206
gene-LtaPh_3507800	BLBS01000056.1	55918	59733	+	3816	1139
gene-LtaPh_3507900	BLBS01000056.1	60418	73008	+	12591	3394
gene-LtaPh_3508000	BLBS01000056.1	74478	79118	+	4641	1337
gene-LtaPh_3508100	BLBS01000056.1	79687	81789	+	2103	682
gene-LtaPh_3508200	BLBS01000056.1	82182	83279	+	1098	309
gene-LtaPh_3508300	BLBS01000056.1	84943	86541	+	1599	457
gene-LtaPh_3508400	BLBS01000056.1	89052	90587	+	1536	535
gene-LtaPh_3508500	BLBS01000056.1	91247	93448	+	2202	680
gene-LtaPh_3508600	BLBS01000056.1	95468	98221	+	2754	856
gene-LtaPh_3508700	BLBS01000056.1	98236	99450	+	1215	402
gene-LtaPh_3508800	BLBS01000056.1	101444	102892	+	1449	448
gene-LtaPh_3508900	BLBS01000056.1	104304	106199	+	1896	596
gene-LtaPh_3509000	BLBS01000056.1	107466	108278	+	813	266
gene-LtaPh_3509100	BLBS01000056.1	110298	112121	+	1824	472
gene-LtaPh_3509200	BLBS01000056.1	114763	117732	+	2970	833
gene-LtaPh_3509300	BLBS01000056.1	121451	126145	+	4695	1255
gene-LtaPh_3509400	BLBS01000056.1	126785	128023	+	1239	382
gene-LtaPh_3509500	BLBS01000056.1	132852	136586	+	3735	1058
gene-LtaPh_3509600	BLBS01000056.1	137498	138814	+	1317	365
gene-LtaPh_3509700	BLBS01000056.1	139571	141574	+	2004	595
gene-LtaPh_3509800	BLBS01000056.1	141967	143211	+	1245	436
gene-LtaPh_3509851	BLBS01000056.1	142110	143243	-	1134	407
gene-LtaPh_3509900	BLBS01000056.1	143774	146545	+	2772	726
gene-LtaPh_3510000	BLBS01000056.1	147009	148772	+	1764	535
gene-LtaPh_3510100	BLBS01000056.1	149273	149770	+	498	205
gene-LtaPh_3510300	BLBS01000056.1	150644	151348	+	705	270
gene-LtaPh_3510400	BLBS01000056.1	153254	159022	+	5769	1597
gene-LtaPh_3510500	BLBS01000056.1	160605	164480	+	3876	993
gene-LtaPh_3510600	BLBS01000056.1	167606	168334	+	729	272
gene-LtaPh_3510700	BLBS01000056.1	169442	170185	+	744	311
gene-LtaPh_3510800	BLBS01000056.1	172073	173305	+	1233	420
gene-LtaPh_3510900	BLBS01000056.1	177003	179420	+	2418	766
gene-LtaPh_3511000	BLBS01000056.1	182876	184006	+	1131	404
gene-LtaPh_3511100	BLBS01000056.1	186566	189157	+	2592	730
gene-LtaPh_3511200	BLBS01000056.1	190273	191265	+	993	391
gene-LtaPh_3511300	BLBS01000056.1	193901	194965	+	1065	348
gene-LtaPh_3511400	BLBS01000056.1	203488	204762	+	1275	454
gene-LtaPh_3511500	BLBS01000056.1	216537	217469	+	933	350
gene-LtaPh_3511600	BLBS01000056.1	230263	231756	+	1494	477
gene-LtaPh_3511700	BLBS01000056.1	234323	236086	+	1764	532
gene-LtaPh_3511800	BLBS01000056.1	237239	239695	+	2457	775
gene-LtaPh_3511901	BLBS01000056.1	240953	244123	+	3171	971
gene-LtaPh_3512000	BLBS01000056.1	245469	247550	+	2082	658
gene-LtaPh_3512200	BLBS01000056.1	249060	250088	+	1029	340
gene-LtaPh_3512300	BLBS01000056.1	252006	252413	+	408	205
gene-LtaPh_3512351	BLBS01000056.1	255355	257829	+	2475	1308
gene-LtaPh_3512401	BLBS01000056.1	260480	262945	+	2466	1598
gene-LtaPh_3512451	BLBS01000056.1	260636	261259	-	624	721
gene-LtaPh_3512500	BLBS01000056.1	263998	265815	+	1818	552
gene-LtaPh_3512600	BLBS01000056.1	266667	270110	+	3444	998
gene-LtaPh_3512800	BLBS01000056.1	280440	282680	+	2241	639
gene-LtaPh_3512900	BLBS01000056.1	282955	283773	+	819	288
gene-LtaPh_3513000	BLBS01000056.1	284351	285052	+	702	273
gene-LtaPh_3513100	BLBS01000056.1	285394	286419	+	1026	345
gene-LtaPh_3513200	BLBS01000056.1	288636	291176	+	2541	791
gene-LtaPh_3513300	BLBS01000056.1	291986	292672	+	687	208
gene-LtaPh_3513400	BLBS01000056.1	293854	294939	+	1086	347
gene-LtaPh_3513500	BLBS01000056.1	296107	297177	+	1071	365
gene-LtaPh_3513600	BLBS01000056.1	297861	298817	+	957	326
gene-LtaPh_3513700	BLBS01000056.1	299678	300427	+	750	264
gene-LtaPh_3513800	BLBS01000056.1	301818	302264	+	447	183
gene-LtaPh_3513900	BLBS01000056.1	306177	311219	+	5043	1437
gene-LtaPh_3514000	BLBS01000056.1	312165	313868	+	1704	520
gene-LtaPh_3514100	BLBS01000056.1	314531	315526	+	996	334
gene-LtaPh_3514200	BLBS01000056.1	316311	317315	+	1005	363
gene-LtaPh_3514300	BLBS01000056.1	319264	320811	+	1548	462
gene-LtaPh_3514400	BLBS01000056.1	323553	323915	+	363	211
gene-LtaPh_3514500	BLBS01000056.1	325060	326532	+	1473	480
gene-LtaPh_3514600	BLBS01000056.1	329849	331900	+	2052	658
gene-LtaPh_3514700	BLBS01000056.1	334471	335172	+	702	306
gene-LtaPh_3514751	BLBS01000056.1	334483	335235	-	753	319
gene-LtaPh_3514800	BLBS01000056.1	336408	338774	+	2367	656
gene-LtaPh_3514900	BLBS01000056.1	340554	342437	+	1884	538
gene-LtaPh_3514951	BLBS01000056.1	345346	345999	-	654	330
gene-LtaPh_3515001	BLBS01000056.1	345352	346134	+	783	375
gene-LtaPh_3515051	BLBS01000056.1	347709	348362	-	654	441
gene-LtaPh_3515101	BLBS01000056.1	347715	348497	+	783	466
gene-LtaPh_3515151	BLBS01000056.1	351828	361094	+	9267	2518
gene-LtaPh_3515200	BLBS01000056.1	361988	362977	+	990	387
gene-LtaPh_3515300	BLBS01000056.1	367150	369147	+	1998	608
gene-LtaPh_3515400	BLBS01000056.1	375273	376262	-	990	315
gene-LtaPh_3515500	BLBS01000056.1	380101	381225	-	1125	373
gene-LtaPh_3515600	BLBS01000056.1	384548	386344	-	1797	579
gene-LtaPh_3515700	BLBS01000056.1	388828	391374	-	2547	762
gene-LtaPh_3515800	BLBS01000056.1	391820	392995	-	1176	365
gene-LtaPh_3515900	BLBS01000056.1	395874	396767	-	894	304
gene-LtaPh_3516000	BLBS01000056.1	397607	399787	-	2181	639
gene-LtaPh_3516100	BLBS01000056.1	400347	406133	-	5787	1653
gene-LtaPh_3516200	BLBS01000056.1	407152	408393	-	1242	399
gene-LtaPh_3516300	BLBS01000056.1	410181	410636	-	456	235
gene-LtaPh_3516400	BLBS01000056.1	411213	412916	-	1704	530
gene-LtaPh_3516500	BLBS01000056.1	415129	417474	-	2346	688
gene-LtaPh_3516600	BLBS01000056.1	418318	421152	-	2835	835
gene-LtaPh_3516700	BLBS01000056.1	423453	429284	-	5832	1602
gene-LtaPh_3516800	BLBS01000056.1	432229	433617	-	1389	445
gene-LtaPh_3516900	BLBS01000056.1	434566	435621	-	1056	386
gene-LtaPh_3517000	BLBS01000056.1	436846	438837	-	1992	577
gene-LtaPh_3517100	BLBS01000056.1	440121	442646	-	2526	744
gene-LtaPh_3517161	BLBS01000056.1	443738	444322	+	585	212
gene-LtaPh_3517221	BLBS01000056.1	443864	444295	-	432	187
gene-LtaPh_3517300	BLBS01000056.1	445288	446121	-	834	325
gene-LtaPh_3517400	BLBS01000056.1	446897	448132	-	1236	375
gene-LtaPh_3517500	BLBS01000056.1	449113	450201	-	1089	373
gene-LtaPh_3517600	BLBS01000056.1	452495	453829	-	1335	424
gene-LtaPh_3517700	BLBS01000056.1	455463	456581	-	1119	376
gene-LtaPh_3517800	BLBS01000056.1	458739	462233	-	3495	936
gene-LtaPh_3517900	BLBS01000056.1	462777	463070	-	294	160
gene-LtaPh_3517951	BLBS01000056.1	462808	463047	+	240	147
gene-LtaPh_3518000	BLBS01000056.1	463428	464858	-	1431	407
gene-LtaPh_3518100	BLBS01000056.1	466106	466591	+	486	178
gene-LtaPh_3518200	BLBS01000056.1	467294	468034	+	741	242
gene-LtaPh_3518300	BLBS01000056.1	468495	469133	+	639	241
gene-LtaPh_3518400	BLBS01000056.1	469561	471216	+	1656	504
gene-LtaPh_3518500	BLBS01000056.1	472331	473590	+	1260	389
gene-LtaPh_3518600	BLBS01000056.1	474636	476078	+	1443	443
gene-LtaPh_3518700	BLBS01000056.1	477343	478167	+	825	284
gene-LtaPh_3518800	BLBS01000056.1	480107	482326	+	2220	638
gene-LtaPh_3518901	BLBS01000056.1	483628	484008	+	381	166
gene-LtaPh_3519000	BLBS01000056.1	485438	486094	+	657	236
gene-LtaPh_3519100	BLBS01000056.1	489639	491768	+	2130	512
gene-LtaPh_3519200	BLBS01000056.1	498436	500643	+	2208	329
gene-LtaPh_3501000	BLBS01000056.1	502161	503372	+	1212	117
gene-LtaPh_3502861	BLBS01000056.1	504383	505300	+	918	62
gene-LtaPh_3504721	BLBS01000056.1	506459	507376	+	918	55
gene-LtaPh_3506581	BLBS01000056.1	508526	509443	+	918	53
gene-LtaPh_3508441	BLBS01000056.1	510605	511522	+	918	38
gene-LtaPh_3510301	BLBS01000056.1	512643	513644	-	1002	43
gene-LtaPh_3512161	BLBS01000056.1	512679	513596	+	918	43
gene-LtaPh_3514021	BLBS01000056.1	518460	519353	-	894	118
gene-LtaPh_3515881	BLBS01000056.1	518601	519215	+	615	104
gene-LtaPh_3517741	BLBS01000056.1	520193	520510	+	318	79
gene-LtaPh_3519600	BLBS01000056.1	521194	522168	+	975	62
gene-LtaPh_3519700	BLBS01000056.1	522955	524346	+	1392	34
gene-LtaPh_3519800	BLBS01000056.1	525034	526890	+	1857	50
gene-LtaPh_3519900	BLBS01000056.1	527609	528316	+	708	110
gene-LtaPh_3520000	BLBS01000056.1	529876	530511	+	636	219
gene-LtaPh_3520200	BLBS01000056.1	533301	535067	+	1767	494
gene-LtaPh_3520300	BLBS01000056.1	536218	539400	+	3183	978
gene-LtaPh_3520400	BLBS01000056.1	540530	543277	+	2748	758
gene-LtaPh_3520501	BLBS01000056.1	544580	545329	+	750	279
gene-LtaPh_3520600	BLBS01000056.1	547041	548162	+	1122	367
gene-LtaPh_3520700	BLBS01000056.1	550122	554375	+	4254	1208
gene-LtaPh_3520800	BLBS01000056.1	555779	562414	+	6636	1933
gene-LtaPh_3520851	BLBS01000056.1	561129	566960	+	5832	1706
gene-LtaPh_3520900	BLBS01000056.1	568048	568449	+	402	209
gene-LtaPh_3521000	BLBS01000056.1	569716	571158	+	1443	470
gene-LtaPh_3521100	BLBS01000056.1	572134	574254	+	2121	655
gene-LtaPh_3521200	BLBS01000056.1	580640	584266	+	3627	981
gene-LtaPh_3521300	BLBS01000056.1	587229	588995	+	1767	541
gene-LtaPh_3521500	BLBS01000056.1	597251	599563	+	2313	685
gene-LtaPh_3521600	BLBS01000056.1	604007	604945	+	939	303
gene-LtaPh_3521700	BLBS01000056.1	606147	607001	+	855	304
gene-LtaPh_3521800	BLBS01000056.1	608066	609580	+	1515	458
gene-LtaPh_3521900	BLBS01000056.1	613640	615280	+	1641	512
gene-LtaPh_3522000	BLBS01000056.1	615856	617304	+	1449	441
gene-LtaPh_3522100	BLBS01000056.1	618723	619811	+	1089	375
gene-LtaPh_3522200	BLBS01000056.1	622245	623660	+	1416	490
gene-LtaPh_3522300	BLBS01000056.1	624750	627926	+	3177	871
gene-LtaPh_3522361	BLBS01000056.1	628580	629065	-	486	196
gene-LtaPh_3522421	BLBS01000056.1	628614	629108	+	495	189
gene-LtaPh_3522500	BLBS01000056.1	630416	631240	+	825	293
gene-LtaPh_3524700	BLBS01000056.1	637922	638200	+	279	74
gene-LtaPh_3524001	BLBS01000056.1	640764	641042	+	279	132
gene-LtaPh_3523301	BLBS01000056.1	642722	643000	+	279	157
gene-LtaPh_3522600	BLBS01000056.1	644670	645545	+	876	310
gene-LtaPh_3522700	BLBS01000056.1	646715	648280	+	1566	517
gene-LtaPh_3522800	BLBS01000056.1	650088	658931	+	8844	2398
gene-LtaPh_3522900	BLBS01000056.1	660652	662232	+	1581	511
gene-LtaPh_3523000	BLBS01000056.1	664280	669166	+	4887	1386
gene-LtaPh_3523100	BLBS01000056.1	671096	672484	+	1389	448
gene-LtaPh_3523200	BLBS01000056.1	673357	677919	+	4563	1300
gene-LtaPh_3523300	BLBS01000056.1	678437	679918	+	1482	423
gene-LtaPh_3523400	BLBS01000056.1	681022	681783	+	762	274
gene-LtaPh_3523500	BLBS01000056.1	684891	688259	+	3369	954
gene-LtaPh_3523600	BLBS01000056.1	691652	694411	+	2760	750
gene-LtaPh_3523700	BLBS01000056.1	697624	699657	+	2034	620
gene-LtaPh_3523800	BLBS01000056.1	700726	702180	+	1455	456
gene-LtaPh_3523900	BLBS01000056.1	702685	703284	+	600	223
gene-LtaPh_3524000	BLBS01000056.1	704254	706947	+	2694	793
gene-LtaPh_3524100	BLBS01000056.1	709200	713345	+	4146	1163
gene-LtaPh_3524200	BLBS01000056.1	719854	720321	+	468	177
gene-LtaPh_3524300	BLBS01000056.1	721650	727025	+	5376	1447
gene-LtaPh_3524400	BLBS01000056.1	730700	730855	+	156	106
gene-LtaPh_3524500	BLBS01000056.1	735194	736450	+	1257	343
gene-LtaPh_3524600	BLBS01000056.1	746271	748655	+	2385	586
gene-LtaPh_3524800	BLBS01000056.1	750878	751702	+	825	279
gene-LtaPh_3524900	BLBS01000056.1	757329	764258	+	6930	1668
gene-LtaPh_3525000	BLBS01000056.1	766356	767531	+	1176	339
gene-LtaPh_3525100	BLBS01000056.1	768949	769977	+	1029	333
gene-LtaPh_3525200	BLBS01000056.1	771095	776020	+	4926	1308
gene-LtaPh_3525300	BLBS01000056.1	777941	779602	+	1662	528
gene-LtaPh_3525400	BLBS01000056.1	780925	781260	+	336	155
gene-LtaPh_3525431	BLBS01000056.1	780939	781229	-	291	145
gene-LtaPh_3525461	BLBS01000056.1	781676	783361	+	1686	542
gene-LtaPh_3525500	BLBS01000056.1	784405	785424	+	1020	330
gene-LtaPh_3525600	BLBS01000056.1	786192	786839	+	648	192
gene-LtaPh_3525700	BLBS01000056.1	789559	790914	+	1356	472
gene-LtaPh_3525800	BLBS01000056.1	793560	796058	+	2499	678
gene-LtaPh_3525900	BLBS01000056.1	798982	799638	+	657	242
gene-LtaPh_3526000	BLBS01000056.1	801079	801651	+	573	222
gene-LtaPh_3526100	BLBS01000056.1	802189	803427	+	1239	344
gene-LtaPh_3526200	BLBS01000056.1	805466	806530	-	1065	306
gene-LtaPh_3526300	BLBS01000056.1	807028	808140	-	1113	384
gene-LtaPh_3526400	BLBS01000056.1	808711	810930	-	2220	658
gene-LtaPh_3526500	BLBS01000056.1	811742	813838	-	2097	599
gene-LtaPh_3526600	BLBS01000056.1	814283	815086	-	804	297
gene-LtaPh_3526700	BLBS01000056.1	815941	817899	-	1959	546
gene-LtaPh_3526800	BLBS01000056.1	818634	819155	-	522	207
gene-LtaPh_3526851	BLBS01000056.1	821491	821820	+	330	153
gene-LtaPh_3526900	BLBS01000056.1	821555	821926	+	372	175
gene-LtaPh_3526951	BLBS01000056.1	821581	821898	-	318	162
gene-LtaPh_3527000	BLBS01000056.1	824533	826251	-	1719	528
gene-LtaPh_3527100	BLBS01000056.1	827135	831703	-	4569	1195
gene-LtaPh_3527200	BLBS01000056.1	832782	834356	-	1575	489
gene-LtaPh_3527300	BLBS01000056.1	835751	836659	-	909	248
gene-LtaPh_3527400	BLBS01000056.1	838695	840965	-	2271	595
gene-LtaPh_3527500	BLBS01000056.1	843710	844948	-	1239	353
gene-LtaPh_3527600	BLBS01000056.1	850231	852138	-	1908	480
gene-LtaPh_3527700	BLBS01000056.1	852710	854530	-	1821	531
gene-LtaPh_3527800	BLBS01000056.1	855329	857269	-	1941	601
gene-LtaPh_3527900	BLBS01000056.1	858297	862220	-	3924	1072
gene-LtaPh_3528000	BLBS01000056.1	865730	867826	-	2097	556
gene-LtaPh_3528100	BLBS01000056.1	876610	877788	-	1179	360
gene-LtaPh_3528200	BLBS01000056.1	881637	882839	-	1203	364
gene-LtaPh_3528300	BLBS01000056.1	885441	887489	-	2049	550
gene-LtaPh_3528400	BLBS01000056.1	891989	893932	-	1944	538
gene-LtaPh_3528500	BLBS01000056.1	895574	897238	-	1665	491
gene-LtaPh_3528600	BLBS01000056.1	897733	899280	-	1548	513
gene-LtaPh_3528700	BLBS01000056.1	900970	902673	-	1704	486
gene-LtaPh_3528800	BLBS01000056.1	904063	904662	+	600	226
gene-LtaPh_3528851	BLBS01000056.1	904073	904528	-	456	194
gene-LtaPh_3528900	BLBS01000056.1	905094	907316	-	2223	614
gene-LtaPh_3529000	BLBS01000056.1	908161	908586	-	426	178
gene-LtaPh_3529100	BLBS01000056.1	909494	911581	-	2088	597
gene-LtaPh_3529200	BLBS01000056.1	912269	914467	-	2199	605
gene-LtaPh_3529300	BLBS01000056.1	915316	915687	-	372	147
gene-LtaPh_3529400	BLBS01000056.1	921215	924652	-	3438	972
gene-LtaPh_3529500	BLBS01000056.1	925196	927055	-	1860	540
gene-LtaPh_3529600	BLBS01000056.1	930113	933802	-	3690	1043
gene-LtaPh_3529700	BLBS01000056.1	934627	937932	-	3306	888
gene-LtaPh_3529800	BLBS01000056.1	939361	941070	-	1710	477
gene-LtaPh_3529900	BLBS01000056.1	942356	943498	-	1143	343
gene-LtaPh_3530000	BLBS01000056.1	947631	949067	-	1437	448
gene-LtaPh_3530100	BLBS01000056.1	951510	952748	-	1239	413
gene-LtaPh_3530200	BLBS01000056.1	955102	956484	-	1383	399
gene-LtaPh_3501300	BLBS01000056.1	959849	960274	-	426	193
gene-LtaPh_3530400	BLBS01000056.1	961893	963254	-	1362	422
gene-LtaPh_3530500	BLBS01000056.1	964088	964888	-	801	288
gene-LtaPh_3530601	BLBS01000056.1	965993	966730	-	738	294
gene-LtaPh_3530700	BLBS01000056.1	968269	969483	-	1215	380
gene-LtaPh_3530800	BLBS01000056.1	973893	977357	-	3465	920
gene-LtaPh_3530900	BLBS01000056.1	979197	981662	-	2466	685
gene-LtaPh_3531000	BLBS01000056.1	986929	988467	-	1539	452
gene-LtaPh_3531100	BLBS01000056.1	994032	995315	-	1284	426
gene-LtaPh_3531300	BLBS01000056.1	1004266	1006056	-	1791	537
gene-LtaPh_3531400	BLBS01000056.1	1008745	1014195	-	5451	1451
gene-LtaPh_3531500	BLBS01000056.1	1014859	1015380	-	522	199
gene-LtaPh_3531600	BLBS01000056.1	1017195	1018325	-	1131	361
gene-LtaPh_3531700	BLBS01000056.1	1019350	1021014	-	1665	518
gene-LtaPh_3531800	BLBS01000056.1	1021626	1022432	-	807	286
gene-LtaPh_3531900	BLBS01000056.1	1023271	1023822	-	552	225
gene-LtaPh_3532000	BLBS01000056.1	1026534	1032137	-	5604	1455
gene-LtaPh_3532100	BLBS01000056.1	1037422	1038141	-	720	246
gene-LtaPh_3532200	BLBS01000056.1	1040699	1043410	-	2712	768
gene-LtaPh_3532300	BLBS01000056.1	1045347	1047467	-	2121	622
gene-LtaPh_3532400	BLBS01000056.1	1050735	1052729	-	1995	557
gene-LtaPh_3532600	BLBS01000056.1	1057538	1058770	-	1233	365
gene-LtaPh_3532800	BLBS01000056.1	1061970	1064828	-	2859	788
gene-LtaPh_3532900	BLBS01000056.1	1065733	1066827	-	1095	364
gene-LtaPh_3533000	BLBS01000056.1	1068276	1069193	-	918	275
gene-LtaPh_3533100	BLBS01000056.1	1070067	1070633	-	567	235
gene-LtaPh_3533151	BLBS01000056.1	1071492	1072184	-	693	300
gene-LtaPh_3533200	BLBS01000056.1	1073016	1073582	-	567	236
gene-LtaPh_3533300	BLBS01000056.1	1074246	1076153	-	1908	505
gene-LtaPh_3533400	BLBS01000056.1	1078207	1079118	-	912	281
gene-LtaPh_3533500	BLBS01000056.1	1080288	1080917	-	630	245
gene-LtaPh_3533700	BLBS01000056.1	1086845	1087933	-	1089	321
gene-LtaPh_3533600	BLBS01000056.1	1091860	1092285	-	426	182
gene-LtaPh_3533800	BLBS01000056.1	1092596	1094035	-	1440	456
gene-LtaPh_3533900	BLBS01000056.1	1095179	1096567	-	1389	459
gene-LtaPh_3534000	BLBS01000056.1	1097380	1104339	-	6960	1868
gene-LtaPh_3534100	BLBS01000056.1	1107027	1110281	-	3255	875
gene-LtaPh_3534200	BLBS01000056.1	1111202	1112842	-	1641	454
gene-LtaPh_3534300	BLBS01000056.1	1113734	1114522	-	789	297
gene-LtaPh_3534400	BLBS01000056.1	1115433	1116698	-	1266	362
gene-LtaPh_3534500	BLBS01000056.1	1117750	1119780	-	2031	622
gene-LtaPh_3534600	BLBS01000056.1	1120426	1120995	-	570	225
gene-LtaPh_3534700	BLBS01000056.1	1121833	1123587	-	1755	514
gene-LtaPh_3534751	BLBS01000056.1	1124906	1125256	+	351	171
gene-LtaPh_3534800	BLBS01000056.1	1124963	1125316	-	354	165
gene-LtaPh_3534900	BLBS01000056.1	1126751	1129402	-	2652	730
gene-LtaPh_3535000	BLBS01000056.1	1130226	1131638	-	1413	442
gene-LtaPh_3535100	BLBS01000056.1	1132190	1133788	-	1599	401
gene-LtaPh_3535251	BLBS01000056.1	1135740	1136168	-	429	195
gene-LtaPh_3535400	BLBS01000056.1	1140053	1141375	-	1323	434
gene-LtaPh_3535500	BLBS01000056.1	1142216	1143112	-	897	304
gene-LtaPh_3535600	BLBS01000056.1	1144775	1148743	-	3969	1062
gene-LtaPh_3535651	BLBS01000056.1	1150685	1151113	-	429	216
gene-LtaPh_3535700	BLBS01000056.1	1154565	1156187	-	1623	486
gene-LtaPh_3535800	BLBS01000056.1	1160594	1161871	-	1278	433
gene-LtaPh_3535900	BLBS01000056.1	1162720	1163385	-	666	243
gene-LtaPh_3536000	BLBS01000056.1	1164406	1166655	-	2250	632
gene-LtaPh_3536100	BLBS01000056.1	1168279	1169391	-	1113	351
gene-LtaPh_3536200	BLBS01000056.1	1173220	1176762	-	3543	952
gene-LtaPh_3536300	BLBS01000056.1	1179281	1179697	-	417	157
gene-LtaPh_3536400	BLBS01000056.1	1182884	1185667	-	2784	713
gene-LtaPh_3536500	BLBS01000056.1	1186443	1187573	-	1131	351
gene-LtaPh_3536600	BLBS01000056.1	1188262	1189005	-	744	275
gene-LtaPh_3536700	BLBS01000056.1	1191615	1192124	-	510	222
gene-LtaPh_3536800	BLBS01000056.1	1192901	1194706	-	1806	540
gene-LtaPh_3536900	BLBS01000056.1	1196260	1196868	-	609	248
gene-LtaPh_3537000	BLBS01000056.1	1197764	1200274	-	2511	699
gene-LtaPh_3537100	BLBS01000056.1	1201060	1205814	-	4755	1311
gene-LtaPh_3537151	BLBS01000056.1	1206958	1207614	+	657	259
gene-LtaPh_3537200	BLBS01000056.1	1207021	1207698	-	678	259
gene-LtaPh_3537300	BLBS01000056.1	1212158	1212919	-	762	260
gene-LtaPh_3537400	BLBS01000056.1	1216511	1217272	-	762	223
gene-LtaPh_3537500	BLBS01000056.1	1220042	1220719	-	678	269
gene-LtaPh_3537600	BLBS01000056.1	1221479	1222504	-	1026	324
gene-LtaPh_3537700	BLBS01000056.1	1224551	1225873	-	1323	431
gene-LtaPh_3537800	BLBS01000056.1	1227196	1229727	-	2532	776
gene-LtaPh_3537900	BLBS01000056.1	1230777	1231943	-	1167	372
gene-LtaPh_3538000	BLBS01000056.1	1232331	1235045	-	2715	717
gene-LtaPh_3538051	BLBS01000056.1	1235989	1236444	-	456	234
gene-LtaPh_3538100	BLBS01000056.1	1237377	1239488	-	2112	531
gene-LtaPh_3538661	BLBS01000056.1	1240757	1241284	-	528	222
gene-LtaPh_3539221	BLBS01000056.1	1241801	1242220	-	420	184
gene-LtaPh_3539800	BLBS01000056.1	1243174	1243593	-	420	227
gene-LtaPh_3538200	BLBS01000056.1	1244254	1244697	-	444	241
gene-LtaPh_3538300	BLBS01000056.1	1245448	1246473	-	1026	345
gene-LtaPh_3538400	BLBS01000056.1	1247702	1248652	-	951	267
gene-LtaPh_3538500	BLBS01000056.1	1249877	1250641	-	765	262
gene-LtaPh_3538600	BLBS01000056.1	1251761	1252699	-	939	342
gene-LtaPh_3538700	BLBS01000056.1	1254689	1256401	-	1713	494
gene-LtaPh_3538801	BLBS01000056.1	1257522	1258535	-	1014	363
gene-LtaPh_3538900	BLBS01000056.1	1259421	1260755	-	1335	415
gene-LtaPh_3539000	BLBS01000056.1	1261259	1261696	-	438	187
gene-LtaPh_3539100	BLBS01000056.1	1262193	1263269	-	1077	357
gene-LtaPh_3539200	BLBS01000056.1	1265981	1268395	+	2415	620
gene-LtaPh_3539300	BLBS01000056.1	1269330	1270760	+	1431	403
gene-LtaPh_3539400	BLBS01000056.1	1271767	1272537	+	771	282
gene-LtaPh_3539500	BLBS01000056.1	1273582	1275396	+	1815	486
gene-LtaPh_3539600	BLBS01000056.1	1276930	1284213	+	7284	1802
gene-LtaPh_3539751	BLBS01000056.1	1285602	1286417	+	816	302
gene-LtaPh_3539900	BLBS01000056.1	1288826	1290979	+	2154	604
gene-LtaPh_3540000	BLBS01000056.1	1298407	1300809	+	2403	689
gene-LtaPh_3540100	BLBS01000056.1	1308896	1309978	+	1083	327
gene-LtaPh_3540251	BLBS01000056.1	1317774	1318889	+	1116	361
gene-LtaPh_3540400	BLBS01000056.1	1324759	1325946	+	1188	405
gene-LtaPh_3540500	BLBS01000056.1	1327866	1330397	+	2532	733
gene-LtaPh_3540600	BLBS01000056.1	1331598	1332764	+	1167	430
gene-LtaPh_3540700	BLBS01000056.1	1333860	1334204	+	345	162
gene-LtaPh_3540800	BLBS01000056.1	1335668	1339558	+	3891	1013
gene-LtaPh_3540900	BLBS01000056.1	1340239	1341396	+	1158	384
gene-LtaPh_3541000	BLBS01000056.1	1342659	1343675	+	1017	356
gene-LtaPh_3541100	BLBS01000056.1	1344886	1348149	+	3264	987
gene-LtaPh_3541200	BLBS01000056.1	1349245	1349499	+	255	132
gene-LtaPh_3541300	BLBS01000056.1	1350799	1352244	+	1446	428
gene-LtaPh_3541400	BLBS01000056.1	1353121	1353741	+	621	234
gene-LtaPh_3541500	BLBS01000056.1	1354549	1357623	+	3075	813
gene-LtaPh_3541600	BLBS01000056.1	1358785	1360539	+	1755	545
gene-LtaPh_3541800	BLBS01000056.1	1371484	1372401	+	918	279
gene-LtaPh_3541900	BLBS01000056.1	1373730	1375667	+	1938	537
gene-LtaPh_3542000	BLBS01000056.1	1377413	1378891	+	1479	418
gene-LtaPh_3542100	BLBS01000056.1	1379514	1380803	+	1290	375
gene-LtaPh_3542200	BLBS01000056.1	1381659	1383440	+	1782	598
